publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
Health Education (1975-1990)	0097-0050		1975-01-01	6	1	1990-12-31	21	6	http://www.tandfonline.com/openurl?genre=journal&stitle=ujhe18		ujhe18		fulltext			serial										0097-0050					
American Journal of Health Education	1932-5037	2168-3751	2001-02-01	32	1				http://www.tandfonline.com/loi/ujhe20		ujhe20		fulltext	New for 2013. Formerly Journal of Health Education		serial										1932-5037	2168-3751				
American Journal of Clinical Hypnosis	0002-9157	2160-0562	1997-01-01	39	3				http://www.tandfonline.com/openurl?genre=journal&stitle=ujhy20		ujhy20		fulltext			serial										0002-9157	2160-0562				
Journal of Interactive Advertising		1525-2019	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujia20		ujia20		fulltext			serial											1525-2019				
International Journal of Intelligence and CounterIntelligence	0885-0607	1521-0561	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujic20		ujic20		fulltext			serial										0885-0607	1521-0561				
Journal of Jewish Education	1524-4113	1554-611X	1994-01-01	61	2				http://www.tandfonline.com/openurl?genre=journal&stitle=ujje20		ujje20		fulltext	Previously: Jewish Education (1929-1993)		serial										1524-4113	1554-611X				
The Journal of the Middle East and Africa	2152-0844	2152-0852	2010-01-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujme20		ujme20		fulltext			serial										2152-0844	2152-0852				
NCSL International Measure	1931-5775	2381-0580	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujms20		ujms20		fulltext	new for 2016		serial										1931-5775	2381-0580				
Journal of Advertising	0091-3367	1557-7805	1972-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujoa20		ujoa20		fulltext	New for 2013		serial										0091-3367	1557-7805				
Journal of Dance Education	1529-0824	2158-074X	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujod20		ujod20		fulltext			serial										1529-0824	2158-074X				
Journal of Psychoactive Drugs	0279-1072	2159-9777	1967-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujpd20		ujpd20		fulltext			serial										0279-1072	2159-9777				
Journal of Research in Childhood Education	0256-8543	2150-2641	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujrc20		ujrc20		fulltext			serial										0256-8543	2150-2641				
Journal of Physical Education Recreation & Dance	0730-3084	2168-3816	1982-01-01	53	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujrd20		ujrd20		fulltext	previously: Journal of Physical Education and Recreation (1975 - 1981); Journal of Health, Physical Education, Recreation (1955 - 1974); Journal of the American Association for Health, Physical Education, and Recreation (1949 - 1954); The Journal of Health and Physical Education (1930 - 1948); American Physical Education Review (1896 - 1929)		serial										0730-3084	2168-3816				
Canadian Journal of Remote Sensing	0703-8992	1712-7971	1997-01-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujrs20		ujrs20		fulltext			serial										0703-8992	1712-7971				
Journal of Research on Computing in Education	0888-6504		1986-01-01	19	02-Mar	2001-12-31	34	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ujrt19		ujrt19		fulltext	now: Journal of Research on Technology in Education		serial										0888-6504					
Journal of Research on Technology in Education	1539-1523	1945-0818	2002-01-01	35	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujrt20		ujrt20		fulltext	Transfer in (2014) : International Society for Technology in Education. Previously: Journal of Research on Computing in Education (1987 - 2001)		serial										1539-1523	1945-0818				
Journal of Statistics Education		1069-1898	2016-01-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujse20		ujse20		fulltext	transfer in (2016): American Statistical Association; open access		serial											1069-1898				
The Justice System Journal	0098-261X		1988-01-01	13	1				"http://www.tandfonline.com/openurl?genre=journal&stitle=ujsj20"""		"ujsj20"""		fulltext			serial										0098-261X					
Journal of Statistical Theory and Practice	1559-8608	1559-8616	2007-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujsp20		ujsp20		fulltext			serial										1559-8608	1559-8616				
International Journal of Sustainable Transportation	1556-8318	1556-8334	2007-01-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujst20		ujst20		fulltext			serial										1556-8318	1556-8334				
Jung Journal	1934-2039	1934-2047	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujun20		ujun20		fulltext	previously: The San Francisco Jung Institute Library Journal (1900 - 2006) 		serial										1934-2039	1934-2047				
Journal of Vertebrate Paleontology	0272-4634	1937-2809	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujvp20		ujvp20		fulltext			serial										0272-4634	1937-2809				
Kappa Delta Pi Record	0022-8958	2163-1611	1964-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ukdr20		ukdr20		fulltext			serial										0022-8958	2163-1611				
The International Information & Library Review	1057-2317		1992-01-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulbr20		ulbr20		fulltext	Transfer in (2014). Elsevier		serial										1057-2317					
Library Acquisitions: Practice & Theory	0364-6408		1977-01-01	1	1	1998-12-31	22	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ulca19		ulca19		fulltext	now: Library Collections, Acquisitions, and Technical Services (1999 - current) 		serial										0364-6408					
Library Collections, Acquisitions, and Technical Services	1464-9055		1999-01-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulca20		ulca20		fulltext	Transfer in (2014): Elsevier. previously: Library Acquisitions: Practice & Theory (1977 - 1998)		serial										1464-9055					
Journal of Legal Medicine	0194-7648	1521-057X	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulgm20		ulgm20		fulltext			serial										0194-7648	1521-057X				
LEUKOS: The Journal of the Illuminating Engineering Society of North America	1550-2724	1550-2716	2004-01-01	33	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulks20		ulks20		fulltext	previously: Journal of the Illuminating Engineering Society (1971 - 2004)		serial										1550-2724	1550-2716				
Journal of the Reading Specialist	0022-5126		1962-01-01	2	1	1971-12-31	10	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ulri17		ulri17		fulltext	Now: Literacy Research and Instruction		serial										0022-5126					
Reading World	0149-0117		1971-01-01	11	1	1985-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=ulri18		ulri18		fulltext	Now: Literacy Research and Instruction		serial										0149-0117					
Reading Research and Instruction	0886-0246		1986-01-01	25	1	2007-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=ulri19		ulri19		fulltext	previously: Reading World (1971 - 1985) and Journal of the Reading Specialist (1961 - 1971). Now: Literacy Research and Instruction		serial										0886-0246					
Literacy Research and Instruction	1938-8071	1938-8063	2008-01-01	47	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulri20		ulri20		fulltext	previously:Reading Research and Instruction (1985 - 2007) Reading World (1971 - 1985) Journal of the Reading Specialist (1961 - 1971)		serial										1938-8071	1938-8063				
Lake and Reservoir Management	1040-2381	2151-5530	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulrm20		ulrm20		fulltext			serial										1040-2381	2151-5530				
Leisure Sciences	0149-0400	1521-0588	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulsc20		ulsc20		fulltext			serial										0149-0400	1521-0588				
Liturgy	0458-063X	1557-3001	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ultg20		ultg20		fulltext			serial										0458-063X	1557-3001				
Military Behavioral Health	2163-5781	2163-5803	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umbh20		umbh20		fulltext			serial										2163-5781	2163-5803				
Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science		1942-5120	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umcf		umcf		fulltext	Open Access		serial								F			1942-5120				
Mechanics of Composite Materials and Structures	1075-9417	1521-0596	1994-01-01	1	1	2001-01-01	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=umcm19		umcm19		fulltext	now: Mechanics of Advanced Materials and Structures		serial										1075-9417	1521-0596				
Mechanics of Advanced Materials and Structures	1537-6494	1537-6532	2002-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umcm20		umcm20		fulltext	previously: Mechanics of Composite Materials and Structures		serial										1537-6494	1537-6532				
Marine Geodesy	0149-0419	1521-060X	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umgd20		umgd20		fulltext			serial										0149-0419	1521-060X				
Marine Georesources & Geotechnology	1064-119X	1521-0618	1993-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umgt20		umgt20		fulltext	Previously: Marine Geotechnology (1975-1992)		serial										1064-119X	1521-0618				
Journal of Mental Health Research in Intellectual Disabilities	1931-5864	1931-5872	2008-01-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umid20		umid20		fulltext			serial										1931-5864	1931-5872				
Research in Middle Level Education Annual	1542-0612		2000-01-01	23	1	2001-12-31	24	1	http://www.tandfonline.com/openurl?genre=journal&stitle=umle19		umle19		fulltext	Now: RMLE Online: Research in Middle Level Education Previously: Research in Middle level Education Quarterly (1996-1999)		serial										1542-0612					
RMLE Online: Research in Middle Level Education		1940-4476	2002-01-01	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umle20		umle20			transfer in (2015): Association of Middle Level Education. Previously: Research in Middle Level Education Annual (2000 - 2001), Research in Middle Level Education Quarterly (1996 - 1999) . Open Access from 2016		serial											1940-4476				
American Journal of Mathematical and Management Sciences	0196-6324	2325-8454	1997-01-01	17	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=umms20		umms20		fulltext			serial										0196-6324	2325-8454				
Middle School Journal	0094-0771	2327-6223	1970-01-01	1	2				http://www.tandfonline.com/openurl?genre=journal&stitle=umsj20		umsj20			transfer in (2015): Association of Middle Level Education.		serial										0094-0771	2327-6223				
Microscale Thermophysical Engineering	1089-3954	1091-7640	1997-01-01	1	1	2005-01-01	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=umte19		umte19		fulltext	now: Nanoscale and Microscale Thermophysical Engineering (2006 - )		serial										1089-3954	1091-7640				
Nanoscale and Microscale Thermophysical Engineering	1556-7265	1556-7273	2006-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=umte20		umte20		fulltext	previously: Microscale Thermophysical Engineering (1997 - 2005)		serial										1556-7265	1556-7273				
North American Journal of Aquaculture	1522-2055	1548-8454	1999-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=unaj20		unaj20		fulltext			serial										1522-2055	1548-8454				
NAEA News	0160-6395	2471-7339	2009-04-01	51	1				http://www.tandfonline.com/openurl?genre=journal&stitle=unan20		unan20		fulltext	transfer in: (2016)		serial										0160-6395	2471-7339				
Numerical Heat Transfer, Part B: Fundamentals	1040-7790	1521-0626	1989-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=unhb20		unhb20		fulltext			serial										1040-7790	1521-0626				
Numerical Heat Transfer	0149-5720	2331-4168	1978-01-01	1	1	1988-12-31	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=unht19		unht19		fulltext	Splits into: Numerical Heat Transfer Part A & Part B		serial										0149-5720	2331-4168				
Numerical Heat Transfer, Part A: Applications	1040-7782	1521-0634	1989-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=unht20		unht20		fulltext	previously: Numerical Heat Transfer		serial										1040-7782	1521-0634				
Ocean Development & International Law	0090-8320	1521-0642	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uodl20		uodl20		fulltext			serial										0090-8320	1521-0642				
Journal of Occupational and Environmental Hygiene	1545-9624	1545-9632	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uoeh20		uoeh20		fulltext	previously: AIHA Journal and Applied Occupational and Environmental Hygiene		serial										1545-9624	1545-9632				
Organization Management Journal		1541-6518	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uomj20		uomj20		fulltext			serial											1541-6518				
Organic Preparations and Procedures	0885-6672		1969-01-01	1	1	1970-12-31	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uopp19		uopp19		fulltext			serial										0885-6672					
Organic Preparations and Procedures International	0030-4948	1945-5453	1971-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uopp20		uopp20		fulltext			serial										0030-4948	1945-5453				
Special Operations Journal	2329-6151	2372-2657	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uops20		uops20		fulltext	New for 2015		serial										2329-6151	2372-2657				
International Journal of Optomechatronics	1559-9612	1559-9620	2007-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uopt20		uopt20		fulltext			serial										1559-9612	1559-9620				
Political Communication	1058-4609	1091-7675	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=upcp20		upcp20		fulltext			serial										1058-4609	1091-7675				
Journal of Constructivist Psychology	1072-0537	1521-0650	1994-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=upcy20		upcy20		fulltext	previously: International Journal of Personal Construct Psychology (1988-1993)		serial										1072-0537	1521-0650				
Journal of Personal and Interpersonal Loss	1081-1443		1996-01-01	1	1	2000-01-01	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=upil19		upil19		fulltext	now: Journal of Loss and Trauma (2001- ); previously: Stress, Trauma and Crisis (2004-2006)		serial										1081-1443					
Journal of Loss and Trauma	1532-5024	1532-5032	2001-01-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=upil20		upil20		fulltext	previously: Journal of Personal and Interpersonal Loss (1996-2000). Incorporates Stress, Trauma, and Crisis (2004-2006)		serial										1532-5024	1532-5032				
International Public Management Journal	1096-7494	1559-3169	2005-01-01	8	3				http://www.tandfonline.com/openurl?genre=journal&stitle=upmj20		upmj20		fulltext			serial										1096-7494	1559-3169				
Psychoanalytic Perspectives	1551-806X	2163-6958	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uppe20		uppe20		fulltext			serial										1551-806X	2163-6958				
PRIMUS	1051-1970	1935-4053	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=upri20		upri20		fulltext			serial										1051-1970	1935-4053				
Journal of Political Science Education	1551-2169	1551-2177	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=upse20		upse20		fulltext			serial										1551-2169	1551-2177				
