publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
Aquatic Toxicology	0166-445X		1981-04-01	1	1				http://www.sciencedirect.com/science/journal/0166445X		0166445X		fulltext			serial										0166-445X					
Technovation	0166-4972		1981-02-01	1	1				http://www.sciencedirect.com/science/journal/01664972		01664972		fulltext			serial										0166-4972					
International Journal of Coal Geology	0166-5162		1980-10-01	1	1				http://www.sciencedirect.com/science/journal/01665162		01665162		fulltext			serial										0166-5162					
Comprehensive Analytical Chemistry	0166-526X		1979-01-01	9					http://www.sciencedirect.com/science/handbooks/0166526X		0166526X		fulltext			serial										0166-526X					
Performance Evaluation	0166-5316		1981-01-01	1	1				http://www.sciencedirect.com/science/journal/01665316		01665316		fulltext			serial										0166-5316					
Materials Science Monographs	0166-6010		1987-01-01	42					http://www.sciencedirect.com/science/bookseries/01666010		01666010		fulltext			serial										0166-6010					
Studies in Modern Thermodynamics	0166-6061		1981-01-01	3					http://www.sciencedirect.com/science/bookseries/01666061		01666061		fulltext			serial										0166-6061					
Colloids and Surfaces	0166-6622		1980-01-01	1	1	1993-01-18	69	4	http://www.sciencedirect.com/science/journal/01666622		01666622		fulltext	Now:Colloids and Surfaces A:Physicochemical and Engineering Aspects and Colloids and Surfaces B:Biointerfaces		serial										0166-6622					
Molecular and Biochemical Parasitology	0166-6851		1980-04-01	1	2				http://www.sciencedirect.com/science/journal/01666851		01666851		fulltext			serial										0166-6851					
Topology and its Applications	0166-8641		1980-01-01	11	1				http://www.sciencedirect.com/science/journal/01668641		01668641		fulltext	Previously:General Topology and its Applications		serial										0166-8641					
Applied Catalysis	0166-9834		1981-04-01	1	1	1991-12-31	75	2	http://www.sciencedirect.com/science/journal/01669834		01669834		fulltext	Now:Applied Catalysis A:General and Applied Catalysis B:Environmental		serial										0166-9834					
Regulatory Peptides	0167-0115		1980-08-01	1	1				http://www.sciencedirect.com/science/journal/01670115		01670115		fulltext			serial										0167-0115					
Engineering Costs and Production Economics	0167-188X		1980-06-01	5	1	1991-07-01	21	3	http://www.sciencedirect.com/science/journal/0167188X		0167188X		fulltext	Previously:Engineering and Process Economics Now:International Journal of Production Economics		serial										0167-188X					
Soil and Tillage Research	0167-1987		1980-01-01	1					http://www.sciencedirect.com/science/journal/01671987		01671987		fulltext	Incorporating:Soil Technology		serial										0167-1987					
Carnegie-Rochester Conference Series on Public Policy	0167-2231		1976-01-01	1		2001-12-01	55	1	http://www.sciencedirect.com/science/journal/01672231		01672231		fulltext	Merged:Journal of Monetary Economics		serial										0167-2231					
Surface Science Letters	0167-2584		1980-01-01	91	1	1993-10-01	295	3	http://www.sciencedirect.com/science/journal/01672584		01672584		fulltext	Merged:Surface Science		serial										0167-2584					
Journal of Economic Behavior & Organization	0167-2681		1980-03-01	1	1				http://www.sciencedirect.com/science/journal/01672681		01672681		fulltext			serial										0167-2681					
Solid State Ionics	0167-2738		1980-04-01	1	1				http://www.sciencedirect.com/science/journal/01672738		01672738		fulltext			serial										0167-2738					
Physica D: Nonlinear Phenomena	0167-2789		1980-04-01	1	1				http://www.sciencedirect.com/science/journal/01672789		01672789		fulltext			serial										0167-2789					
Developments in Petrology	0167-2894		1979-01-01	6					http://www.sciencedirect.com/science/bookseries/01672894		01672894		fulltext			serial										0167-2894					
Studies in Surface Science and Catalysis	0167-2991		1976-01-01	1					http://www.sciencedirect.com/science/bookseries/01672991		01672991		fulltext			serial										0167-2991					
Handbook of Powder Technology	0167-3785		1980-01-01	1					http://www.sciencedirect.com/science/handbooks/01673785		01673785		fulltext			serial										0167-3785					
Computers & Security	0167-4048		1982-01-01	1	1				http://www.sciencedirect.com/science/journal/01674048		01674048		fulltext			serial										0167-4048					
Developments in Agricultural Engineering	0167-4137		1980-01-01	1					http://www.sciencedirect.com/science/bookseries/01674137		01674137		fulltext			serial										0167-4137					
Developments in Food Science	0167-4501		1989-01-01	20					http://www.sciencedirect.com/science/bookseries/01674501		01674501		fulltext			serial										0167-4501					
Developments in Mineral Processing	0167-4528		1992-01-01	12					http://www.sciencedirect.com/science/bookseries/01674528		01674528		fulltext			serial										0167-4528					
Structural Safety	0167-4730		1982-01-01	1	1				http://www.sciencedirect.com/science/journal/01674730		01674730		fulltext			serial										0167-4730					
Biochimica et Biophysica Acta (BBA) - Gene Structure and Expression	0167-4781		1982-01-26	696	1	2007-12-01	1769	112	http://www.sciencedirect.com/science/journal/01674781		01674781		fulltext	Previously:Biochimica et Biophysica Acta (BBA) - Nucleic Acids and Protein Synthesis Now:Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms		serial										0167-4781					
Biochimica et Biophysica Acta (BBA) - Protein Structure and Molecular Enzymology	0167-4838		1982-01-04	700	1	2002-06-03	1597	2	http://www.sciencedirect.com/science/journal/01674838		01674838		fulltext	Incorporating:Biochimica et Biophysica Acta (BBA) - Enzymology and Biochimica et Biophysica Acta (BBA) - Protein Structure Now:Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics		serial										0167-4838					
Journal of Economic Psychology	0167-4870		1981-06-01	1	2				http://www.sciencedirect.com/science/journal/01674870		01674870		fulltext			serial										0167-4870					
Biochimica et Biophysica Acta (BBA) - Molecular Cell Research	0167-4889		1982-02-10	720	1				http://www.sciencedirect.com/science/journal/01674889		01674889		fulltext			serial										0167-4889					
Archives of Gerontology and Geriatrics	0167-4943		1982-05-01	1	1				http://www.sciencedirect.com/science/journal/01674943		01674943		fulltext			serial										0167-4943					
Defects in Solids	0167-496X		1986-01-01	14		1987-12-31	15		http://www.sciencedirect.com/science/bookseries/0167496X		0167496X		fulltext	previously: Defects in Crystalline Solids;		serial										0167-496X					
Annals of Discrete Mathematics	0167-5060		1977-01-01	1					http://www.sciencedirect.com/science/bookseries/01675060		01675060		fulltext			serial										0167-5060					
Nuclear Instruments and Methods in Physics Research	0167-5087		1981-06-15	185	1	1987-12-31	21120		http://www.sciencedirect.com/science/journal/01675087		01675087		fulltext	Previously:Nuclear Instruments and Methods Now:Nuclear Instruments and Methods in Physics Research Section A:Accelerators, Spectrometers, Detectors and Associated Equipment and Nuclear Instruments and Methods in Physics Research Section B:Beam Interactions with Materials and Atoms		serial										0167-5087					
Developments in Atmospheric Science	0167-5117		1979-01-01	10					http://www.sciencedirect.com/science/bookseries/01675117		01675117		fulltext			serial										0167-5117					
International Journal of Cardiology	0167-5273		1981-01-01	1	1				http://www.sciencedirect.com/science/journal/01675273		01675273		fulltext			serial										0167-5273					
Engineering Management International	0167-5419		1981-07-01	1	1	1989-05-01	5	4	http://www.sciencedirect.com/science/journal/01675419		01675419		fulltext	Now:Journal of Engineering and Technology Management		serial										0167-5419					
Developments in Water Science	0167-5648		1974-01-01	1					http://www.sciencedirect.com/science/bookseries/01675648		01675648		fulltext			serial										0167-5648					
Immunology Today	0167-5699		1980-07-01	1	1	2000-12-01	21	12	http://www.sciencedirect.com/science/journal/01675699		01675699		fulltext	Now:Trends in Immunology		serial										0167-5699					
Surface Science Reports	0167-5729		1981-06-01	1	1				http://www.sciencedirect.com/science/journal/01675729		01675729		fulltext			serial										0167-5729					
Materials Letters	0167-577X		1982-06-01	1	1				http://www.sciencedirect.com/science/journal/0167577X		0167577X		fulltext			serial										0167-577X					
Energy in Agriculture	0167-5826		1981-01-01	1		1988-01-01	6	4	http://www.sciencedirect.com/science/journal/01675826		01675826		fulltext	Merged:Bioresource Technology		serial										0167-5826					
Preventive Veterinary Medicine	0167-5877		1982-08-01	1	1				http://www.sciencedirect.com/science/journal/01675877		01675877		fulltext			serial										0167-5877					
North-Holland Series in Applied Mathematics and Mechanics	0167-5931		1967-01-01	3					http://www.sciencedirect.com/science/bookseries/01675931		01675931		fulltext			serial										0167-5931					
Developments in Geomathematics	0167-5982		1974-01-01	1					http://www.sciencedirect.com/science/bookseries/01675982		01675982		fulltext			serial										0167-5982					
Journal of Wind Engineering and Industrial Aerodynamics	0167-6105		1975-01-01	1					http://www.sciencedirect.com/science/journal/01676105		01676105		fulltext			serial										0167-6105					
Information Economics and Policy	0167-6245		1983-01-01	1	1				http://www.sciencedirect.com/science/journal/01676245		01676245		fulltext			serial										0167-6245					
Journal of Health Economics	0167-6296		1982-05-01	1	1				http://www.sciencedirect.com/science/journal/01676296		01676296		fulltext			serial										0167-6296					
Operations Research Letters	0167-6377		1981-10-01	1	1				http://www.sciencedirect.com/science/journal/01676377		01676377		fulltext			serial										0167-6377					
Speech Communication	0167-6393		1982-05-01	1	1				http://www.sciencedirect.com/science/journal/01676393		01676393		fulltext			serial										0167-6393					
Science of Computer Programming	0167-6423		1981-10-01	1	1				http://www.sciencedirect.com/science/journal/01676423		01676423		fulltext			serial										0167-6423					
Mechanics of Materials	0167-6636		1982-01-01	1	1				http://www.sciencedirect.com/science/journal/01676636		01676636		fulltext			serial										0167-6636					
Insurance: Mathematics and Economics	0167-6687		1982-01-01	1	1				http://www.sciencedirect.com/science/journal/01676687		01676687		fulltext			serial										0167-6687					
Studies in Physical and Theoretical Chemistry	0167-6881		1991-01-01	73					http://www.sciencedirect.com/science/bookseries/01676881		01676881		fulltext			serial										0167-6881					
Systems & Control Letters	0167-6911		1981-07-01	1	1				http://www.sciencedirect.com/science/journal/01676911		01676911		fulltext			serial										0167-6911					
Molecular Aspects of Cellular Regulation	0167-6970		1982-01-01	2					http://www.sciencedirect.com/science/bookseries/01676970		01676970		fulltext			serial										0167-6970					
Reactive Polymers, Ion Exchangers, Sorbents	0167-6989		1982-10-01	1	1	1988-12-01	9	3	http://www.sciencedirect.com/science/journal/01676989		01676989		fulltext	Now:Reactive Polymers		serial										0167-6989					
Journal of Microbiological Methods	0167-7012		1983-02-01	1	1				http://www.sciencedirect.com/science/journal/01677012		01677012		fulltext			serial										0167-7012					
Computer Compacts	0167-7136		1983-02-01	1	1	1986-12-01	4	6	http://www.sciencedirect.com/science/journal/01677136		01677136		fulltext	Ceased:1987		serial										0167-7136					
Statistics & Probability Letters	0167-7152		1982-07-01	1	1				http://www.sciencedirect.com/science/journal/01677152		01677152		fulltext			serial										0167-7152					
International Journal of Industrial Organization	0167-7187		1983-03-01	1	1				http://www.sciencedirect.com/science/journal/01677187		01677187		fulltext			serial										0167-7187					
New Comprehensive Biochemistry	0167-7306		1981-01-01	1		2007-12-31	41		http://www.sciencedirect.com/science/bookseries/01677306		01677306		fulltext	ceased: 2007		serial										0167-7306					
Journal of Molecular Liquids	0167-7322		1983-03-01	25	1				http://www.sciencedirect.com/science/journal/01677322		01677322		fulltext	Previously:Advances in Molecular Relaxation and Interaction Processes		serial										0167-7322					
Future Generation Computer Systems	0167-739X		1984-07-01	1	1				http://www.sciencedirect.com/science/journal/0167739X		0167739X		fulltext			serial										0167-739X					
Sugar Series	0167-7675		1981-01-01	1					http://www.sciencedirect.com/science/bookseries/01677675		01677675		fulltext			serial										0167-7675					
Trends in Biotechnology	0167-7799		1983-03-01	1	1				http://www.sciencedirect.com/science/journal/01677799		01677799		fulltext			serial										0167-7799					
Modern Problems in Condensed Matter Sciences	0167-7837		1982-01-01	1					http://www.sciencedirect.com/science/bookseries/01677837		01677837		fulltext			serial										0167-7837					
Materials Processing: Theory and Practices	0167-790X		1980-01-01	1					http://www.sciencedirect.com/science/bookseries/0167790X		0167790X		fulltext			serial										0167-790X					
Computer Physics Reports	0167-7977		1983-12-01	1	1	1990-10-01	12	6	http://www.sciencedirect.com/science/journal/01677977		01677977		fulltext	Merged:Physics Reports		serial										0167-7977					
