publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	onlineidentifier
Polymer Science Series A	0965-545X								http://link.springer.com/journal/11498		11498														1555-6107
Der Nervenarzt	0028-2804								http://link.springer.com/journal/115		115														1433-0407
Proceedings of the Steklov Institute of Mathematics	0081-5438								http://link.springer.com/journal/11501		11501														1531-8605
Russian Journal of Inorganic Chemistry	0036-0236								http://link.springer.com/journal/11502		11502														1531-8613
Russian Journal of Mathematical Physics	1061-9208								http://link.springer.com/journal/11503		11503														1555-6638
Russian Journal of Physical Chemistry A	0036-0244								http://link.springer.com/journal/11504		11504														1531-863X
Russian Metallurgy (Metally)	0036-0295								http://link.springer.com/journal/11505		11505														1555-6255
Stratigraphy and Geological Correlation	0869-5938								http://link.springer.com/journal/11506		11506														1555-6263
Studies on Russian Economic Development	1075-7007								http://link.springer.com/journal/11507		11507														1531-8664
The Physics of Metals and Metallography	0031-918X								http://link.springer.com/journal/11508		11508														1555-6190
Thermal Engineering	0040-6015								http://link.springer.com/journal/11509		11509														1555-6301
Thermophysics and Aeromechanics	0869-8643								http://link.springer.com/journal/11510		11510														1531-8699
Acta Mathematica	0001-5962								http://link.springer.com/journal/11511		11511														1871-2509
Arkiv för Matematik	0004-2080								http://link.springer.com/journal/11512		11512														1871-2487
Frontiers in Biology	1674-7984								http://link.springer.com/journal/11515		11515														1674-7992
Frontiers of Education in China	1673-341X								http://link.springer.com/journal/11516		11516														1673-3533
Medical & Biological Engineering & Computing	0140-0118								http://link.springer.com/journal/11517		11517														1741-0444
Journal of Systems Science and Systems Engineering	1004-3756								http://link.springer.com/journal/11518		11518														1861-9576
Learning Inquiry	1558-2973								http://link.springer.com/journal/11519		11519														1558-2981
Targeted Oncology	1776-2596								http://link.springer.com/journal/11523		11523														1776-260X
Journal of Urban Health	1099-3460								http://link.springer.com/journal/11524		11524														1468-2869
Morphology	1871-5621								http://link.springer.com/journal/11525		11525														1871-5656
Materials and Structures	1359-5997								http://link.springer.com/journal/11527		11527														1871-6873
TechTrends	8756-3894								http://link.springer.com/journal/11528		11528														1559-7075
Central European Journal of Chemistry	1895-1066								http://link.springer.com/journal/11532		11532														1644-3624
Central European Journal of Mathematics	1895-1074								http://link.springer.com/journal/11533		11533														1644-3616
Central European Journal of Physics	1895-1082								http://link.springer.com/journal/11534		11534														1644-3608
Central European Journal of Biology	1895-104X								http://link.springer.com/journal/11535		11535														1644-3632
Central European Journal of Medicine	1895-1058								http://link.springer.com/journal/11536		11536														1644-3640
Japanese Journal of Mathematics	0289-2316								http://link.springer.com/journal/11537		11537														1861-3624
Bulletin of Mathematical Biology	0092-8240								http://link.springer.com/journal/11538		11538														1522-9602
Il Nuovo Cimento A Series 11	0369-3546								http://link.springer.com/journal/11539		11539														1826-9869
Potato Research	0014-3065								http://link.springer.com/journal/11540		11540														1871-4528
Il Nuovo Cimento B Series 10	0369-3554								http://link.springer.com/journal/11542		11542														
Il Nuovo Cimento C	0390-5551								http://link.springer.com/journal/11543		11543														
Il Nuovo Cimento D	0392-6737								http://link.springer.com/journal/11544		11544														1826-9893
Lettere Al Nuovo Cimento Series 1	0375-930X								http://link.springer.com/journal/11545		11545														1827-613X
La Rivista del Nuovo Cimento	0393-697X								http://link.springer.com/journal/11546		11546														1826-9850
La radiologia medica	0033-8362								http://link.springer.com/journal/11547		11547														1826-6983
International Journal of Computer Assisted Radiology and Surgery	1861-6410								http://link.springer.com/journal/11548		11548														1861-6429
HAND	1558-9447								http://link.springer.com/journal/11552		11552														1558-9455
Prävention und Gesundheitsförderung	1861-6755								http://link.springer.com/journal/11553		11553														1861-6763
Journal of Real-Time Image Processing	1861-8200								http://link.springer.com/journal/11554		11554														1861-8219
European Review of Aging and Physical Activity	1813-7253								http://link.springer.com/journal/11556		11556														1861-6909
Mycological Progress	1617-416X								http://link.springer.com/journal/11557		11557														1861-8952
The Review of International Organizations	1559-7431								http://link.springer.com/journal/11558		11558														1559-744X
Debates in Neuroscience	1559-8314								http://link.springer.com/journal/11559		11559														1559-8357
Der Nephrologe	1862-040X								http://link.springer.com/journal/11560		11560														1862-0418
Contemporary Islam	1872-0218								http://link.springer.com/journal/11562		11562														1872-0226
ANNALI DELL'UNIVERSITA' DI FERRARA	0430-3202								http://link.springer.com/journal/11565		11565														1827-1510
The HUGO Journal	1877-6558								http://link.springer.com/journal/11568		11568														1877-6566
NanoEthics	1871-4757								http://link.springer.com/journal/11569		11569														1871-4765
Cognitive Neurodynamics	1871-4080								http://link.springer.com/journal/11571		11571														1871-4099
Criminal Law and Philosophy	1871-9791								http://link.springer.com/journal/11572		11572														1871-9805
Journal of Business Economics	0044-2372								http://link.springer.com/journal/11573		11573														1861-8928
Management International Review	0938-8249								http://link.springer.com/journal/11575		11575														1861-8901
WIRTSCHAFTSINFORMATIK	0937-6429								http://link.springer.com/journal/11576		11576														1861-8936
KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie	0023-2653								http://link.springer.com/journal/11577		11577														1861-891X
Leviathan	0340-0425								http://link.springer.com/journal/11578		11578														1861-8588
Mathematics and Financial Economics	1862-9679								http://link.springer.com/journal/11579		11579														1862-9660
Ionics	0947-7047								http://link.springer.com/journal/11581		11581														1862-0760
Journal of Zhejiang University SCIENCE A	1673-565X								http://link.springer.com/journal/11582		11582														1862-1775
