publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status		coverage_notes
International Review of the Red Cross	1816-3831	1607-5889	2005-01-01	87	857				http://www.cambridge.org/core/product/C2A38F4072C3CE37F96B9EC80AD43B44		3726		fulltext	previously: Revue Internationale de la Croix-Rouge/International Review of the Red Cross 1999-2004; Revue Internationale de la Croix-Rouge 1956-1998; Revue Internationale de la Croix-Rouge et Bulletin International des Societes de la Croix-Rouge 1919-1955;Bulletin International des Societes de la Croix-Rouge 1886-1918;Bulletin International des Sociétés de Secours aux Militaires Blessés 1869-1885		serial										1816-3831	1607-5889					Current		
Journal of Global History	1740-0228	1740-0236	2006-01-03	1	1				http://www.cambridge.org/core/product/362152E06A55E569CD672CA58FB5425E		3727		fulltext			serial										1740-0228	1740-0236					Current		
Kantian Review	1369-4154	2044-2394	1997-03-01	1					http://www.cambridge.org/core/product/D3E55E88C6269FFD657D4E68B193ADAB		3728		fulltext			serial										1369-4154	2044-2394					Current		
Annals of Actuarial Science	1748-4995	1748-5002	2006-01-03	1	1				http://www.cambridge.org/core/product/8EF73A546A46C1C15BD7B705B9137245		3729		fulltext			serial										1748-4995	1748-5002					Current		
The Antiquaries Journal	0003-5815	1758-5309	1921-01-01	1	1				http://www.cambridge.org/core/product/2129C86AB5AA0129F88610077F43BE41		3730		fulltext	previously: Proceedings of the Society of Antiquaries of London 1843-1920		serial										0003-5815	1758-5309					Current		
Ecclesiastical Law Journal	0956-618X	1751-8539	1985-04-01	1	1				http://www.cambridge.org/core/product/C1329296268BBF2E22DEEA0010CCE2CB		3731		fulltext			serial										0956-618X	1751-8539					Current		
Journal of the Society for American Music	1752-1963	1752-1971	2007-02-01	1	1				http://www.cambridge.org/core/product/9F21D07D88FC5FE60B6CE258C3CC9F75		3732		fulltext			serial										1752-1963	1752-1971					Current		
Africa Bibliography	0266-6731	1757-1642	1985-03-01	1984					http://www.cambridge.org/core/product/EBD295E14C0C1DB9E369D74C88A3C0E7		3733		fulltext			serial										0266-6731	1757-1642					Current		
Itinerario	0165-1153	2041-2827	1977-03-01	1	1				http://www.cambridge.org/core/product/D50F1BEF7FC371EA0D7C1630A44D6EC1		3734		fulltext			serial										0165-1153	2041-2827					Current		
Journal of Hellenic Studies	0075-4269	2041-4099	1880-11-01	1					http://www.cambridge.org/core/product/418FBC31C3986A237F081A8F7FBD9E8E		3735		fulltext			serial										0075-4269	2041-4099					Current		
Think	1477-1756	1755-1196	2002-03-01	1	1				http://www.cambridge.org/core/product/400E6CCD8B246A65B11C1494B0A0A1B8		3736		fulltext			serial										1477-1756	1755-1196					Current		
Politics and Religion	1755-0483	1755-0491	2008-01-04	1	1				http://www.cambridge.org/core/product/8D26C11BBFAEB43F361AA24FA1C22A5D		3737		fulltext			serial										1755-0483	1755-0491					Current		
Journal of Anglican Studies	1740-3553	1745-5278	2003-08-01	1	1				http://www.cambridge.org/core/product/DA86CC46CB521C20607EB3EBE8C17BA2		3738		fulltext			serial										1740-3553	1745-5278					Current		
Annual of the British School at Athens	0068-2454	2045-2403	1896-11-01	2					http://www.cambridge.org/core/product/D5121F19F787545106234F209B0C8563		3739		fulltext			serial										0068-2454	2045-2403					Current		
Business History Review	0007-6805	2044-768X	1954-03-01	28	1				http://www.cambridge.org/core/product/C269FC4EBCA2E8C47A2057D9E8E9B812		3740		fulltext	previously: Bulletin of the Business Historical Society 1926-1953		serial										0007-6805	2044-768X					Current		
European Political Science Review	1755-7739	1755-7747	2009-01-03	1	1				http://www.cambridge.org/core/product/3DB89DF6A9878CE661D3CE5FC6E9D6BC		3741		fulltext			serial										1755-7739	1755-7747					Current		
Hague Journal on the Rule of Law	1876-4045	1876-4053	2009-01-03	1	1	2014-09-30	6	2	http://www.cambridge.org/core/product/6F2BEE4A9EB4F15FE65F16B897AD37EF		3742		fulltext	transfer out (2015):Springer		serial										1876-4045	1876-4053					Current		
International Theory	1752-9719	1752-9727	2009-01-03	1	1				http://www.cambridge.org/core/product/23CCDF908E7F2FED152050B2C7BDFE71		3743		fulltext			serial										1752-9719	1752-9727					Current		
Asian Journal of International Law	2044-2513	2044-2521	2011-01-25	1	1				http://www.cambridge.org/core/product/5B00582A7CAFEC276100A9A3328727D2		3744		fulltext			serial										2044-2513	2044-2521					Current		
Australian Journal of Special Education	0157-7379		1976-02-01	1	1	1986-11-01	10	2	http://www.cambridge.org/core/product/48B03C5B037B2AFE20139D002E33FDDA		39995		fulltext	Now: Australasian Journal of Special Education		serial										0157-7379						Current		
Advances in Archaeological Practice		2326-3768	2013-08-01	1	1				http://www.cambridge.org/core/product/738B2AB7F925D064AB96A2E664ED2521		40189		fulltext	http://journals.cambridge.org/AAP		serial											2326-3768			2017-01-01		Current		
Behavioural Public Policy	2398-063X	2398-0648	2017-01-01	1					http://www.cambridge.org/core/product/E1EF0B344C8E8750A474259A311582EF		40190		fulltext	content not yet available New for(2017)		serial										2398-063X	2398-0648			2017-01-01		Current		
European Journal of Risk Regulation	1867-299X	2190-8249	2010-03-01	1	1				http://www.cambridge.org/core/product/E7CF439A143CB3442C1C7985F9F2008F		40191		fulltext	transfer in(2017): Lexxion.		serial										1867-299X	2190-8249			2017-01-01		Current		
International Annals of Criminology	0003-4452		2013-01-01	51	1-2				http://www.cambridge.org/core/product/3145EF8499C0DBD78AB72F9190CCFDA1		40192		fulltext	transfer in(2017): International Society for Criminology (ISC)		serial										0003-4452				2017-01-01		Current		
International Journal of Legal Information	0731-1265	2331-4117	2016-03-01	44	1				http://www.cambridge.org/core/product/21015F73847E1B2DA096C977E6AE630F		40193		fulltext	transfer in(2017).		serial										0731-1265	2331-4117			2017-01-01		Current		
Journal of Chinese History	2059-1632	2059-1640	2017-01-01	1	1				http://www.cambridge.org/core/product/5C3BAC8AD1AF1DEEBC6A569F804A7129		40194		fulltext	New for (2017)		serial										2059-1632	2059-1640			2017-01-01		Current		
The Journal of Glaciology	0022-1430		2016-02-01	62	231				http://www.cambridge.org/core/product/FE8284B2577ADBCD299821FDE4E752F1		40243		fulltext	open access		serial										0022-1430						Current		
Sociology	0038-0385	1469-8684	1998-08-01	32	3	2001-11-01	35	4	http://www.cambridge.org/core/product/404E870B6F2617142DAD6E44C3E76D2F		4280		fulltext	transfer out: Sage 2002		serial										0038-0385	1469-8684					Current		
AJIL Unbound	2398-7723		2012-01-01	106	1				http://www.cambridge.org/core/product/AE91B7FFEA2D0AD1F516C8B33BA4A8E1		43479		fulltext	transfer in(2017): American Society of International Law.		serial										2398-7723						Current		
Educational and Development Psychologist	2059-0776	2059-0784	1984-05-01	1	1				http://www.cambridge.org/core/product/69375792EB79D7A63C53BD2129E3917D		43480		fulltext	previously: The Australian Educational and Development Psychologist (1984 - 2015)- Same ISSN		serial										2059-0776	2059-0784					Current		
Journal of Clinical and Translational Science	2059-8661		2017-02-01	1	1				http://www.cambridge.org/core/product/DA75B38A644D7326C2D81430A10A06D8		43481		fulltext	open access new for 2017		serial										2059-8661				2017-01-01		Current		
Annals of Human Genetics	0003-4800	1469-1809	1997-01-01	61	1	2002-11-01	66	56	http://www.cambridge.org/core/product/CED99C1C970A1C8F074B3E6F671907BA		436		fulltext	transfer: Wiley 2002		serial									10.1111/(ISSN)1469-1809	0003-4800	1469-1809					Current		
Work, Employment & Society	0950-0170	1469-8722	1998-09-01	12	3	2001-12-01	15	4	http://www.cambridge.org/core/product/5222BAE487E6C3F60AD298862B4BF0F8		4363		fulltext	transfer out: Sage 2002		serial										0950-0170	1469-8722					Current		
Acta Numerica	0962-4929	1474-0508	1992-01-01	1					http://www.cambridge.org/core/product/12588D5F94C712C67A9B79018C6043E5		4569		fulltext			serial										0962-4929	1474-0508					Current		
AI EDAM	0890-0604	1469-1760	1987-02-01	1	1				http://www.cambridge.org/core/product/46E50286DF9E9F8A8D580AE2272FAE40		4570		fulltext			serial										0890-0604	1469-1760					Current		
Behavioral and Brain Sciences	0140-525X	1469-1825	1978-03-01	1	1				http://www.cambridge.org/core/product/33B3051C485F2A27AC91F4A9BA87E6A6		4571		fulltext			serial										0140-525X	1469-1825					Current		
Behavioural and Cognitive Psychotherapy	1352-4658	1469-1833	1993-07-01	21	3				http://www.cambridge.org/core/product/0791B9E2ACA02CF9865BE73FAD2CE3EA		4572		fulltext	previously: Behavioural Psychotherapy 1978-1993; B.A.B.P. Bulletin 1975-1977		serial										1352-4658	1469-1833					Current		
British Journal of Anaesthetic and Recovery Nursing	1742-6456	1744-2192	2000-02-01	1	1	2013-08-31	14	3-4	http://www.cambridge.org/core/product/6F4DC7F94387E5AB5F11BEB13A5042CD		4573		fulltext			serial										1742-6456	1744-2192					Current		
British Journal of Nutrition	0007-1145	1475-2662	1947-09-01	1	1				http://www.cambridge.org/core/product/D6F69FEC7A749C38806D291D4ADA568B		4574		fulltext	Free access to archives from 1947 vol 1 iss 1 to 2012 vol 107 iss 5		serial										0007-1145	1475-2662					Current		
Bulletin of Entomological Research	0007-4853	1475-2670	1910-04-01	1	1				http://www.cambridge.org/core/product/448C0ABEAC7365041FACE32053892BA5		4575		fulltext			serial										0007-4853	1475-2670					Current		
Bulletin of the Australian Mathematical Society	0004-9727	1755-1633	1969-04-01	1	1				http://www.cambridge.org/core/product/56EF99637B7C218369BD98AA19123BFE		4576		fulltext	Free access to archives from 1969 vol 1 iss 1 to 2008 vol 77 iss 1		serial										0004-9727	1755-1633					Current		
Cardiology in the Young	1047-9511	1467-1107	1991-01-01	1	1				http://www.cambridge.org/core/product/3F4E3F4B54523178E350E4A0F944362E		4577		fulltext			serial										1047-9511	1467-1107					Current		
Combinatorics, Probability and Computing	0963-5483	1469-2163	1992-03-01	1	1				http://www.cambridge.org/core/product/868329ABBCAF8AFB964E7AAD3BAD8452		4578		fulltext			serial										0963-5483	1469-2163					Current		
Environmental Conservation	0376-8929	1469-4387	1974-03-01	1	1				http://www.cambridge.org/core/product/A218EAF4E0E042B46D28788C80419CA8		4579		fulltext			serial										0376-8929	1469-4387					Current		
Environmental Practice	1466-0466	1466-0474	1999-03-01	1	1	2016-12-31	18	4	http://www.cambridge.org/core/product/690AFE11F8734F53001706E095455B2B		4580		fulltext	transfer out (2017): Taylor & Francis		serial										1466-0466	1466-0474					Current		
Epidemiology & Infection	0950-2688	1469-4409	1987-02-01	98	1				http://www.cambridge.org/core/product/6BD9A1C3FE054EFD604833E60853FD77		4581		fulltext	previously: Journal of Hygiene 1901-1986		serial										0950-2688	1469-4409					Current		
Ergodic Theory and Dynamical Systems	0143-3857	1469-4417	1981-03-01	1	1				http://www.cambridge.org/core/product/DD60855D021581B24E3A36D5FDF5B4AE		4582		fulltext			serial										0143-3857	1469-4417					Current		
European Journal of Applied Mathematics	0956-7925	1469-4425	1990-03-01	1	1				http://www.cambridge.org/core/product/C4F1413C85E26EE6D69052AA907BCEFC		4583		fulltext			serial										0956-7925	1469-4425					Current		
Experimental Agriculture	0014-4797	1469-4441	1965-01-01	1	1				http://www.cambridge.org/core/product/483A51FDE13BDBAC3EF44DDEFC4556B8		4584		fulltext			serial										0014-4797	1469-4441					Current		
Fetal and Maternal Medicine Review	0965-5395	1469-5065	1992-01-01	4	1	2014-05-01	25	2	http://www.cambridge.org/core/product/6A5D206814D112F7A7988E81355BB065		4585		fulltext	ceased 2015. previously: Fetal Medicine Review 1989-1991		serial										0965-5395	1469-5065					Current		
Genetics Research	0016-6723	1469-5073	1960-02-01	1	1				http://www.cambridge.org/core/product/0D1E541454FA09167A8FA4A8D0CEBA16		4586		fulltext	previously: Genetical Research (1960-2007) - no ISSN change so holdings shown here		serial										0016-6723	1469-5073					Current		
Geological Magazine	0016-7568	1469-5081	1864-07-01	1	1				http://www.cambridge.org/core/product/277295E1DFDC1E4700796E746AE514CC		4587		fulltext			serial										0016-7568	1469-5081					Current		
Glasgow Mathematical Journal	0017-0895	1469-509X	1967-01-01	8	1				http://www.cambridge.org/core/product/F540DDA3163755309932B0C002B66FEE		4588		fulltext	previously: Proceedings of the Glasgow Mathematical Association 1952-1966		serial										0017-0895	1469-509X					Current		
Journal of Dairy Research	0022-0299	1469-7629	1929-11-01	1	1				http://www.cambridge.org/core/product/3CAF7CCF08D9C6FA32045F85CC60F778		4589		fulltext			serial										0022-0299	1469-7629					Current		
Journal of Fluid Mechanics	0022-1120	1469-7645	1956-05-01	1	1				http://www.cambridge.org/core/product/1F51BCFAA50101CAF5CB9A20F8DEA3E4		4590		fulltext			serial										0022-1120	1469-7645					Current		
Journal of Functional Programming	0956-7968	1469-7653	1991-01-01	1	1				http://www.cambridge.org/core/product/49AD4731AAB0E94D8EF98BBB4EE56A7F		4591		fulltext			serial										0956-7968	1469-7653					Current		
Journal of Helminthology	0022-149X	1475-2697	1923-03-01	1	1				http://www.cambridge.org/core/product/0112DA86033940A5A522D670CB32423F		4592		fulltext	Missing from the archive vol 26 iss 2, vol 26 iss 3		serial										0022-149X	1475-2697					Current		
Journal of Plasma Physics	0022-3778	1469-7807	1967-02-01	1	1				http://www.cambridge.org/core/product/F8F44ED0833DA6BE0A78F7639898FA08		4593		fulltext			serial										0022-3778	1469-7807					Current		
Journal of the Australian Mathematical Society	1446-7887	1446-8107	2001-02-01	70	1				http://www.cambridge.org/core/product/0A3E42691153E44B30DA457FD663F057		4594		fulltext	previously: Journal of the Australian Mathematical Society. Series A, Pure Mathematics and Statistics 1980-2000; Journal of the Australian Mathematical Society. Series A, Pure Mathematics 1975-1979; Journal of the Australian Mathematical Society (1959) 1959-1974		serial										1446-7887	1446-8107					Current		
Journal of the International Neuropsychological Society	1355-6177	1469-7661	1995-01-01	1	1				http://www.cambridge.org/core/product/8F4085388196AD659737B4882E7A1D36		4595		fulltext			serial										1355-6177	1469-7661					Current		
Journal of the Marine Biological Association of the United Kingdom	0025-3154	1469-7769	1887-08-01	1	1				http://www.cambridge.org/core/product/29A3E546805D3828FE7950618902330A		4596		fulltext			serial										0025-3154	1469-7769					Current		
Journal of Tropical Ecology	0266-4674	1469-7831	1985-02-01	1	1				http://www.cambridge.org/core/product/37E612587650A3197D3AD4D17AFC9573		4597		fulltext			serial										0266-4674	1469-7831					Current		
Laser and Particle Beams	0263-0346	1469-803X	1983-02-01	1	1				http://www.cambridge.org/core/product/F14CD2474FC406D64A182F33179848C7		4598		fulltext			serial										0263-0346	1469-803X					Current		
Mathematical Proceedings of the Cambridge Philosophical Society	0305-0041	1469-8064	1975-01-01	77	1				http://www.cambridge.org/core/product/1DB6B7AFEC65005D2CC9FEDB8BDDCFD3		4599		fulltext	previously: Proceedings of the Cambridge Philosophical Society 1866-1974		serial										0305-0041	1469-8064					Current		
Mathematical Structures in Computer Science	0960-1295	1469-8072	1991-03-01	1	1				http://www.cambridge.org/core/product/0013A0170E2684B7C8C2902833C091EA		4600		fulltext			serial										0960-1295	1469-8072					Current		
Nutrition Research Reviews	0954-4224	1475-2700	1988-01-01	1	1				http://www.cambridge.org/core/product/83A36942CB5E029980E32DC6A8BF3C92		4601		fulltext	Previous 36 months available to current subscribers		serial										0954-4224	1475-2700					Current		
Oryx	0030-6053	1365-3008	1950-10-01	1	1				http://www.cambridge.org/core/product/22AE0F73FC80F46221D4F9BD1D2B9A27		4602		fulltext			serial										0030-6053	1365-3008					Current		
Parasitology	0031-1820	1469-8161	1908-03-01	1	1				http://www.cambridge.org/core/product/A32BFC5E0C967632D2DC13424996C500		4603		fulltext	Missing from the archive supplements to vol 93, 95 and 97 and vol 55 iss 4		serial										0031-1820	1469-8161					Current		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1883-02-01	1					http://www.cambridge.org/core/product/78872E346EEF5DE29A0F85927F169307		4604		fulltext			serial										0013-0915	1464-3839					Current		
Proceedings of the Nutrition Society	0029-6651	1475-2719	1944-03-01	1	1				http://www.cambridge.org/core/product/FC2E14A339DC9AC62F0C935F1B109083		4605		fulltext	Missing from the archive vols 6-11. Free from 1944 vol 1 iss 1-2 to 2011 vol 70 iss 4		serial										0029-6651	1475-2719					Current		
Psychological Medicine	0033-2917	1469-8978	1970-11-01	1	1				http://www.cambridge.org/core/product/2E4A9A64B37548F25362F3235C223463		4606		fulltext			serial										0033-2917	1469-8978					Current		
Public Health Nutrition	1368-9800	1475-2727	1998-03-01	1	1				http://www.cambridge.org/core/product/F706A49D9CDF0803AC5BB557E840CD97		4607		fulltext	Free content from 1998 vol 1 iss 1 - 2011 vol 14 iss 12A		serial										1368-9800	1475-2727					Current		
Quarterly Reviews of Biophysics	0033-5835	1469-8994	1968-01-05	1	1				http://www.cambridge.org/core/product/23DCC99DBA9A56B1155D55FE23AE87D4		4608		fulltext			serial										0033-5835	1469-8994					Current		
Renewable Agriculture and Food Systems	1742-1705	1742-1713	2004-03-01	19	1				http://www.cambridge.org/core/product/F84FAA7D42B088D8E2F3311AE8667BF7		4609		fulltext	previously: American Journal of Alternative Agriculture 1986-2003		serial										1742-1705	1742-1713					Current		
Biological Reviews	1464-7931	1469-185X	1997-02-01	72	1	2006-11-01	81	4	http://www.cambridge.org/core/product/CC28C7BC81E33C3D8B194DD06F508D7C		461		fulltext	transfer out: Wiley 2007		serial									10.1111/(ISSN)1469-185X	1464-7931	1469-185X					Current		
Reviews in Clinical Gerontology	0959-2598	1469-9036	1991-02-01	1	1				http://www.cambridge.org/core/product/6A351B7842723A94DB615CAA2027D314		4610		fulltext	Ceasing in 2017		serial										0959-2598	1469-9036					Current		
Robotica	0263-5747	1469-8668	1983-01-01	1	1				http://www.cambridge.org/core/product/9D09B9EC51F7B2908BE018873570F515		4611		fulltext			serial										0263-5747	1469-8668					Current		
Seed Science Research	0960-2585	1475-2735	1991-03-01	1	1				http://www.cambridge.org/core/product/C44AC3AD649160BF2416FD42030A5ABB		4612		fulltext			serial										0960-2585	1475-2735					Current		
The ANZIAM Journal	1446-1811	1446-8735	2000-07-01	42	1				http://www.cambridge.org/core/product/5EF1895400DDCBB52E58BD894F3DD6A3		4613		fulltext	previously: Journal of the Australian Mathematical Society. Series B. Applied Mathematics 1975-2000; Journal of the Australian Mathematical Society 1959-1974		serial										1446-1811	1446-8735					Current		
The Journal of Agricultural Science	0021-8596	1469-5146	1905-01-01	1	1				http://www.cambridge.org/core/product/77EB13D6C66FED2F2E3B34871326A147		4614		fulltext			serial										0021-8596	1469-5146					Current		
The Journal of Laryngology, Rhinology, and Otology	1755-1463	2051-2082	1892-01-01	6	1	1920-12-01	35	12	http://www.cambridge.org/core/product/CB13DF5A4DF1FEF211CC9227E049D7DE		4615		fulltext	now: Journal of Laryngology and Otology 1921- ;previously: The Journal of Laryngology Rhinology and Otology 1892-1920; The Journal of Laryngology and Rhinology 1887-1891		serial										1755-1463	2051-2082					Current		
The Journal of Navigation	0373-4633	1469-7785	1972-01-01	25	1				http://www.cambridge.org/core/product/41903E2BE4F4E384D1B9DEC40DB6DBAE		4616		fulltext	previously: The Journal of the Institute of Navigation 1948-1971		serial										0373-4633	1469-7785					Current		
The Knowledge Engineering Review	0269-8889	1469-8005	1984-03-01	1	1				http://www.cambridge.org/core/product/787C1DAF5061FC871A3A11D997634787		4617		fulltext			serial										0269-8889	1469-8005					Current		
The Lichenologist	0024-2829	1096-1135	1958-11-01	1	1				http://www.cambridge.org/core/product/F64355D83BB6D4C5233EC9C215EEF801		4618		fulltext			serial										0024-2829	1096-1135					Current		
Visual Neuroscience	0952-5238	1469-8714	1988-01-01	1	1				http://www.cambridge.org/core/product/26D4AC864A5C22D990FF20004F7AF6E1		4619		fulltext			serial										0952-5238	1469-8714					Current		
World's Poultry Science Journal	0043-9339	1743-4777	1945-03-01	1	1				http://www.cambridge.org/core/product/177609E4DD1CB564E45346B5658F5A3F		4620		fulltext	previously: International Review of Poultry Science 1928-1940		serial										0043-9339	1743-4777					Current		
Zygote	0967-1994	1469-8730	1993-02-01	1	1				http://www.cambridge.org/core/product/12B8E570994DE00A262B3B3CCA7F9642		4621		fulltext			serial										0967-1994	1469-8730					Current		
International Review of Poultry Science	1877-9654		1928-04-01	1	1	1940-07-01	13	2	http://www.cambridge.org/core/product/FD63735E00AE935F1C3F344C461106AE		4622		fulltext	now: World's Poultry Science Journal 1945-		serial										1877-9654						Current		
Edinburgh Mathematical Notes	0950-1843		1939-04-01	31		1961-12-01	44		http://www.cambridge.org/core/product/E1660EED8364E6FA7936A8537A53C08D		4623		fulltext	ceased; previously: Mathematical Notes 1909-1937		serial										0950-1843						Current		
Reproductive Medicine Review	0962-2799	1469-9028	1992-03-01	1	1	2003-07-01	11	3	http://www.cambridge.org/core/product/D2766BC8754146113E2D2173CA080337		4624		fulltext	ceased: 2004		serial										0962-2799	1469-9028					Current		
Psychological Medicine Monograph Supplement	0264-1801		1982-01-01	1		1993-01-01	24		http://www.cambridge.org/core/product/63F44B6012CB740DA33926B52043A0FB		4625		fulltext			serial										0264-1801						Current		
Camden Fifth Series	0960-1163	1478-5110	1993-07-01	1					http://www.cambridge.org/core/product/4A51E8EBE3F3EAE58F8EF2C4EC45D425		4626		fulltext	previously: Camden Fourth Series 1969-1993; Camden Third Series 1900-1963; Camden New Series 1872-1901; Camden Old Series 1838-1872		serial										0960-1163	1478-5110					Current		
Abstracts of Working Papers in Economics	0951-0079		1986-03-01	1	1	2004-02-01	21	1	http://www.cambridge.org/core/product/65189EF0B8DEC4C7A037C9B94D7227A9		4627		fulltext	ceased		serial										0951-0079						Current		
Bulletin of the International Institute of Social History	0921-254X		1937-04-01	1	1	1955-12-01	10	3	http://www.cambridge.org/core/product/C4126A684749CFDD4202417F76B7B72A		4628		fulltext	now: International Review of Social History 1956- ;previously: Bulletin of the International Institute of Social History 1937-1955; International Review for Social History 1936-1939		serial										0921-254X						Current		
Bulletin International des Societes de la Croix-Rouge	1816-9686		1886-01-01	17	65	1918-10-01	49	196	http://www.cambridge.org/core/product/6D6A0182E170CDEAB08D963C03D1BD1A		4629		fulltext	now: International Review of the Red Cross 2005- ;previously: Revue internationale de la Croix-Rouge (1999. Imprimé) 1999-2004; Revue internationale de la Croix-Rouge 1955-1998; Revue internationale de la Croix-Rouge et Bulletin international des Sociétés de la Croix-Rouge 1919-1955; Bulletin international des sociétés de la Croix-Rouge 1886-1918; Bulletin international des sociétés de secours aux militaires blessés 1869-1885		serial										1816-9686						Current		
International Review of the Red Cross - English Version	0020-8604		1961-04-01	1	1	1998-12-01	38	325	http://www.cambridge.org/core/product/6D6A0182E170CDEAB08D963C03D1BD1A		4630		fulltext	now: International Review of the Red Cross 2005- ; previously: Revue internationale de la Croix-Rouge (1999. Imprimé) 1999-2004		serial										0020-8604						Current		
Revista Internacional de la Cruz Roja	0250-569X		1976-01-01	1	1	1999-06-01	24	150	http://www.cambridge.org/core/product/ECBCC7A22411FFD81F74F6E5B1773F5B		4631		fulltext	now: International Review of the Red Cross 2005-		serial										0250-569X						Current		
Journal of Southeast Asian History	0217-7811		1960-03-01	1	1	1969-09-01	10	3	http://www.cambridge.org/core/product/F6325B98A2FEE65E03186ED6B72897CE		4632		fulltext	now: Journal of Southeast Asian Studies 1970-		serial										0217-7811						Current		
Transactions of the Royal Asiatic Society of Great Britain and Ireland	0950-4737		1827-01-01	1		1834-07-01	3	3	http://www.cambridge.org/core/product/7628C5154906ED5CE3D3CDED3022AC0F		4633		fulltext	now: Journal of the Royal Asiatic Society 1991 - ;previously: Journal of the Royal Asiatic Society of Great Britain & Ireland 1834-1990; Transactions of the Royal Asiatic Society of Great Britain and Ireland 1824-1835		serial										0950-4737						Current		
Bulletin of the British Society for the History of Science	0950-5636		1949-01-01	1	1	1961-07-01	2	20	http://www.cambridge.org/core/product/585AB4456E8552518967538F989C5F60		4634		fulltext	now: British Journal for the History of Science 1962-		serial										0950-5636						Current		
Journal of the Plainsong & Mediaeval Music Society	0143-4918		1978-01-01	1		1990-11-01	13		http://www.cambridge.org/core/product/4A8C56F3936209B8F53A1B89823D9FEB		4635		fulltext	now: Plainsong and Medieval Music 1992-		serial										0143-4918						Current		
Royal Institute of Philosophy Supplements	1358-2461	1755-3555	1990-03-01	27					http://www.cambridge.org/core/product/BDDF103C2EE46E85E79869B02CD53A6E		4636		fulltext	now: Royal Institute of Philosophy Supplements 1990- ;previously: Royal Institute of Philosophy Lecture Series 1982-1989; previously: Royal Institute of Philosophy Lectures 1968-1978		serial										1358-2461	1755-3555					Current		
Papers of the American Society of Church History	1079-9028		1889-01-01	1		1934-03-01	9		http://www.cambridge.org/core/product/694CFF282E4B2A4C99E91F34C816EFFC		4637		fulltext	related to Church History		serial										1079-9028						Current		
Asian Journal of Comparative Law	2194-6078	1932-0205	2006-01-01	1					http://www.cambridge.org/core/product/D42895AA0E1285070ED902324926F7C0		4898		fulltext	transfer in (2015): De Gruyter		serial										2194-6078	1932-0205			2015-01-01		Current		
Business and Politics	1369-5258	1469-3569	1999-04-01	1	1				http://www.cambridge.org/core/product/C4673BFB873503E7062DA4EF4BA0BB4E		4904		fulltext	transfer in (2017): Walter de Gruyter		serial										1369-5258	1469-3569			2017-01-01		Current		
The Journal of Laryngology & Otology	0022-2151	1748-5460	1921-01-01	36	1				http://www.cambridge.org/core/product/CB13DF5A4DF1FEF211CC9227E049D7DE		4976		fulltext	previously: The Journal of Laryngology Rhinology and Otology 1892-1920; The Journal of Laryngology and Rhinology 1887-1891		serial										0022-2151	1748-5460					Current		
Mathematika	0025-5793	2041-7942	1954-06-01	1	1				http://www.cambridge.org/core/product/32BD746ED6F287CB9600B01EC3DAC320		4977		fulltext			serial										0025-5793	2041-7942					Current		
Animal Genetic Resources Information	1014-2339	2076-4022	1983-04-01	1		2009-10-01	45		http://www.cambridge.org/core/product/443F885DC3FF0D54FA1F81EE901F7DD0		4978		fulltext	now: Animal Genetic Resources / Resources génétiques animales / Recursos genéticos animales 2010-		serial										1014-2339	2076-4022					Current		
Prehospital and Disaster Medicine	1049-023X	1945-1938	1989-09-01	4	1				http://www.cambridge.org/core/product/8469968A8290DADF03863DDCD42A83CD		4979		fulltext	previously: Journal of the World Association for Emergency and Disaster Medicine 1985-1987 (missing vol 1 iss 4, vol 1 iss 2/3, vol 23 iss 3 and various supplements to vols 18, 19, 23 and 25)		serial										1049-023X	1945-1938					Current		
Journal of Materials Research	0884-2914	2044-5326	1986-02-01	1	1				http://www.cambridge.org/core/product/84110AF1F0487ECE9FFE9F39C8DCE61D		4980		fulltext			serial										0884-2914	2044-5326					Current		
International Psychogeriatrics	1041-6102	1741-203X	1989-03-01	1	1				http://www.cambridge.org/core/product/A92395F884342781CC494B063CA2C0F8		4981		fulltext			serial										1041-6102	1741-203X					Current		
Antarctic Science	0954-1020	1365-2079	1989-01-03	1	1				http://www.cambridge.org/core/product/C3C47435BF4FF4BB56F410CD2000DF4E		4982		fulltext			serial										0954-1020	1365-2079					Current		
Epidemiologia e Psichiatria Sociale	1121-189X		1992-04-01	1	1	2010-12-01	19	4	http://www.cambridge.org/core/product/E1B5DA4DE18785889FDBF8BB3FC6AC1B		4983		fulltext	now: Epidemiology and Psychiatric Sciences 2011-		serial										1121-189X						Current		
Microscopy and Microanalysis	1431-9276	1435-8115	1997-01-01	3	1				http://www.cambridge.org/core/product/46A68817739E3CF51330D63AE878152D		4984		fulltext	previously: Journal of the Microscopy Society of America 1995-1996		serial										1431-9276	1435-8115					Current		
Expert Reviews in Molecular Medicine		1462-3994	1997-05-11	1	1				http://www.cambridge.org/core/product/BFF1ED6D4B0E65F7F0430FF285F4DBA6		4985		fulltext			serial											1462-3994					Current		
